food_en,food_ja,source_id,direction,quote,condition,sublabel
white sugar,白砂糖,prezo,cool,白砂糖,,
yam,山芋,prezo,warm,山芋,,
yellow-green vegetables,緑黄色野菜,prezo,warm,緑黄色野菜,,category
animal fat,動物性脂肪,yomeishu,cool,肉 ...... 馬肉、鴨肉、動物性脂肪など,,category
asari clam,あさり,yomeishu,cool,魚介類 ...... 牡蠣、あさり、しじみ、はまぐり、カニ、タコ、わかめ、ひじき、のりなど,,
banana,バナナ,yomeishu,cool,果物 ...... いちご、バナナ、スイカ、柿、梨、メロン、キウイ、マンゴーなど,,
barley,大麦,yomeishu,cool,穀物・豆類 ...... 小麦、大麦、そば、枝豆、豆腐、緑豆、こんにゃくなど,,
beet sugar,てんさい糖,yomeishu,warm,ただし、色が濃い玄米や黒糖、てんさい糖、ハチミツなどは陽性の食材です。,,
bitter melon,ゴーヤ,yomeishu,cool,野菜 ...... きゅうり、トマト、白菜、なす、ゴーヤ、ほうれん草、チンゲン菜、セロリ、かいわれ大根、冬瓜など,,
bok choy,チンゲン菜,yomeishu,cool,野菜 ...... きゅうり、トマト、白菜、なす、ゴーヤ、ほうれん草、チンゲン菜、セロリ、かいわれ大根、冬瓜など,,
brown rice,玄米,yomeishu,warm,見分け方: 色が濃い玄米は陽性,,
brown sugar,黒糖,yomeishu,warm,ただし、色が濃い玄米や黒糖、てんさい糖、ハチミツなどは陽性の食材です。,,
buckwheat,そば,yomeishu,cool,穀物・豆類 ...... 小麦、大麦、そば、枝豆、豆腐、緑豆、こんにゃくなど,,
burdock,ごぼう,yomeishu,warm,地中でまっすぐ育つもの、肉や赤身の魚、人参やごぼうなどの根菜類、味噌など色が濃いものも「陽性」に分類されます。,,
carrot,人参,yomeishu,warm,地中でまっすぐ育つもの、肉や赤身の魚、人参やごぼうなどの根菜類、味噌など色が濃いものも「陽性」に分類されます。,,
celery,セロリ,yomeishu,cool,野菜 ...... きゅうり、トマト、白菜、なす、ゴーヤ、ほうれん草、チンゲン菜、セロリ、かいわれ大根、冬瓜など,,
chicken,鶏むね肉,yomeishu,warm,冷え性を改善する体を温める食べ物には、生姜やねぎ、タンパク質を含んだ鶏むね肉や、ビタミンEを含んだかぼちゃなどが挙げられます。,,
chinese cabbage,白菜,yomeishu,cool,野菜 ...... きゅうり、トマト、白菜、なす、ゴーヤ、ほうれん草、チンゲン菜、セロリ、かいわれ大根、冬瓜など,,
crab,カニ,yomeishu,cool,魚介類 ...... 牡蠣、あさり、しじみ、はまぐり、カニ、タコ、わかめ、ひじき、のりなど,,
cucumber,きゅうり,yomeishu,cool,野菜 ...... きゅうり、トマト、白菜、なす、ゴーヤ、ほうれん草、チンゲン菜、セロリ、かいわれ大根、冬瓜など,,
duck meat,鴨肉,yomeishu,cool,肉 ...... 馬肉、鴨肉、動物性脂肪など,,
edamame,枝豆,yomeishu,cool,穀物・豆類 ...... 小麦、大麦、そば、枝豆、豆腐、緑豆、こんにゃくなど,,
eggplant,なす,yomeishu,cool,野菜 ...... きゅうり、トマト、白菜、なす、ゴーヤ、ほうれん草、チンゲン菜、セロリ、かいわれ大根、冬瓜など,,
ginger,生姜,yomeishu,warm,生姜を加熱すると、ジンゲロールの一部がショウガオールという成分に変化し、体を温める効果が高くなります。,,
green onion,ねぎ,yomeishu,warm,ねぎの香りに含まれる成分には体温を上昇させる効果があります。,,
hamaguri clam,はまぐり,yomeishu,cool,魚介類 ...... 牡蠣、あさり、しじみ、はまぐり、カニ、タコ、わかめ、ひじき、のりなど,,
hijiki,ひじき,yomeishu,cool,魚介類 ...... 牡蠣、あさり、しじみ、はまぐり、カニ、タコ、わかめ、ひじき、のりなど,,
honey,ハチミツ,yomeishu,warm,ただし、色が濃い玄米や黒糖、てんさい糖、ハチミツなどは陽性の食材です。,,
horse meat,馬肉,yomeishu,cool,肉 ...... 馬肉、鴨肉、動物性脂肪など,,
kiwi,キウイ,yomeishu,cool,果物 ...... いちご、バナナ、スイカ、柿、梨、メロン、キウイ、マンゴーなど,,
konjac,こんにゃく,yomeishu,cool,穀物・豆類 ...... 小麦、大麦、そば、枝豆、豆腐、緑豆、こんにゃくなど,,
mandarin orange,みかん,yomeishu,warm,体を温める食べ物と栄養素,,
mango,マンゴー,yomeishu,cool,果物 ...... いちご、バナナ、スイカ、柿、梨、メロン、キウイ、マンゴーなど,,
meat,肉,yomeishu,warm,地中でまっすぐ育つもの、肉や赤身の魚、人参やごぼうなどの根菜類、味噌など色が濃いものも「陽性」に分類されます。,,category
melon,メロン,yomeishu,cool,果物 ...... いちご、バナナ、スイカ、柿、梨、メロン、キウイ、マンゴーなど,,
miso,味噌,yomeishu,warm,地中でまっすぐ育つもの、肉や赤身の魚、人参やごぼうなどの根菜類、味噌など色が濃いものも「陽性」に分類されます。,,
mung bean,緑豆,yomeishu,cool,穀物・豆類 ...... 小麦、大麦、そば、枝豆、豆腐、緑豆、こんにゃくなど,,
nori,のり,yomeishu,cool,魚介類 ...... 牡蠣、あさり、しじみ、はまぐり、カニ、タコ、わかめ、ひじき、のりなど,,
octopus,タコ,yomeishu,cool,魚介類 ...... 牡蠣、あさり、しじみ、はまぐり、カニ、タコ、わかめ、ひじき、のりなど,,
oyster,牡蠣,yomeishu,cool,魚介類 ...... 牡蠣、あさり、しじみ、はまぐり、カニ、タコ、わかめ、ひじき、のりなど,,
oyster sauce,オイスターソース,yomeishu,cool,調味料 ...... 酢、白砂糖、ごま油、菜種油、オイスターソースなど,,
pear,梨,yomeishu,cool,果物 ...... いちご、バナナ、スイカ、柿、梨、メロン、キウイ、マンゴーなど,,
persimmon,柿,yomeishu,cool,果物 ...... いちご、バナナ、スイカ、柿、梨、メロン、キウイ、マンゴーなど,,
pork liver,豚レバー,yomeishu,warm,体を温める食べ物と栄養素,,
pumpkin,かぼちゃ,yomeishu,warm,冷え性を改善する体を温める食べ物には、生姜やねぎ、タンパク質を含んだ鶏むね肉や、ビタミンEを含んだかぼちゃなどが挙げられます。,,
radish sprouts,かいわれ大根,yomeishu,cool,野菜 ...... きゅうり、トマト、白菜、なす、ゴーヤ、ほうれん草、チンゲン菜、セロリ、かいわれ大根、冬瓜など,,
rapeseed oil,菜種油,yomeishu,cool,調味料 ...... 酢、白砂糖、ごま油、菜種油、オイスターソースなど,,
raw vegetables,生野菜,yomeishu,cool,生野菜も体を冷やしやすいので加熱調理がおすすめです。,,category
root vegetables,根菜類,yomeishu,warm,地中でまっすぐ育つもの、肉や赤身の魚、人参やごぼうなどの根菜類、味噌など色が濃いものも「陽性」に分類されます。,,category
sesame oil,ごま油,yomeishu,cool,調味料 ...... 酢、白砂糖、ごま油、菜種油、オイスターソースなど,,
shijimi clam,しじみ,yomeishu,cool,魚介類 ...... 牡蠣、あさり、しじみ、はまぐり、カニ、タコ、わかめ、ひじき、のりなど,,
spinach,ほうれん草,yomeishu,cool,野菜 ...... きゅうり、トマト、白菜、なす、ゴーヤ、ほうれん草、チンゲン菜、セロリ、かいわれ大根、冬瓜など,,
strawberry,いちご,yomeishu,cool,果物 ...... いちご、バナナ、スイカ、柿、梨、メロン、キウイ、マンゴーなど,,
summer vegetables,夏が旬の野菜,yomeishu,cool,「体を温める食べ物」とは対照的に、暑い地域でとれるもの、夏が旬の野菜、土より上に育つもの、白米や砂糖など白や黄色といった色が薄いものが当てはまります。,,category
tofu,豆腐,yomeishu,cool,穀物・豆類 ...... 小麦、大麦、そば、枝豆、豆腐、緑豆、こんにゃくなど,,
tomato,トマト,yomeishu,cool,野菜 ...... きゅうり、トマト、白菜、なす、ゴーヤ、ほうれん草、チンゲン菜、セロリ、かいわれ大根、冬瓜など,,
vinegar,酢,yomeishu,cool,調味料 ...... 酢、白砂糖、ごま油、菜種油、オイスターソースなど,,
wakame,わかめ,yomeishu,cool,魚介類 ...... 牡蠣、あさり、しじみ、はまぐり、カニ、タコ、わかめ、ひじき、のりなど,,
watermelon,スイカ,yomeishu,cool,果物 ...... いちご、バナナ、スイカ、柿、梨、メロン、キウイ、マンゴーなど,,
wheat,小麦,yomeishu,cool,穀物・豆類 ...... 小麦、大麦、そば、枝豆、豆腐、緑豆、こんにゃくなど,,
white rice,白米,yomeishu,cool,白米や砂糖など白や黄色といった色が薄いものが当てはまります。,,
white sugar,砂糖,yomeishu,cool,白米や砂糖など白や黄色といった色が薄いものが当てはまります。,,
winter melon,冬瓜,yomeishu,cool,野菜 ...... きゅうり、トマト、白菜、なす、ゴーヤ、ほうれん草、チンゲン菜、セロリ、かいわれ大根、冬瓜など,,
